year,amount_USD,project_title_description,donor_org,donor_org_type,recipient_org,recipient_org_type,recipient_location,recipient_location_iso3,source,source_id
2022,8000,"Multi-Sectoral Support for Vulnerable Mobile Populations in Libya; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  UN to UN Contibution Agreement (LBY/UNIM/MM0156/2022), 05 Dec2022. PR 4200379643 approved 15 December 2022 This PO is for INTERNAL  USE PURPOSES ONLY",IOM,Multilateral: UN,WORLD FOOD PROGRAMME,Multilateral: UN,Libya,LBY,IOM,4500273519
2022,3759,"Supply Chain Support to Humanitarian Partners Providing Assistance to Populations Affected by the Syrian Crisis in Northern Syria; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  IPRF-GZT-2022-00030 - Contracting NGO for implementation of HNAP data collection support in 14 Syrian governorates for 5 months (1 May 2022 to 30 September 2022)",IOM,Multilateral: UN,DEPLASMAN TOPLUMUN IHTIYACLARI,NGOs: National,Turkey,TUR,IOM,4600628972
2022,171763,"Emergency Grant Aid for Humanitarian Assistance in Afghanistan and Neighboring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Relief Humanitarian Development Organization (RHDO) for supporting of COVID-19 responses in Nangarhar and Herat provinces of Afghanistan for the month of November 2021 to December 2021",IOM,Multilateral: UN,RELIEF HUMANITARIAN DEVELOPMENT,NGOs: National,Afghanistan,AFG,IOM,4500224976
2022,286487,"Emergency Grant Aid for Humanitarian Assistance in Afghanistan and Neighboring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Organization for Health promotion and Management (OHPM) for supporting to COVID-19 response in Kandahar and Helmand provinces in Afghanistan from November 2021 to December 2021",IOM,Multilateral: UN,ORGANIZATION FOR HEALTH PROMOTION,NGOs: National,Afghanistan,AFG,IOM,4500224978
2022,165165,"Strengthening the Capacities of Shelters and Governmental Migratory Facilities in the Southern Border of Mexico; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Implementation Agreement on infrastructure, water, sanitation and hygiene, to make improvements in spaces",IOM,Multilateral: UN,ALBERGUE DIOCESANO BELEN,NGOs: Local,Mexico,MEX,IOM,4500227325
2022,2131,"Joint Implementation Program for Support of the Humanitarian Response Plan in Yemen 2020; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; 000000000500000124-IP transfers – National CSOs",IOM,Multilateral: UN,Together Foundation for Human Devel,NGOs: National,Yemen,YEM,IOM,4500179864
2022,64494,"Emergency Grant Aid in Response to the Volcanic Eruption in the Saint Vincent and the Grenadines; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Emergency Shelter Rehabilitation: St. Vincent and the Grenadines",IOM,Multilateral: UN,Global Emergency Relief Recovery,NGOs: International,Saint Vincent and the Grenadines,VCT,IOM,4500188549
2022,44100,"Humanitarian Assistance in Shelter and Support to the Site Management for Vulnerable Populations Affected by Conflicts in Ituri and North Kivu, Democratic Republic of the Congo; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Gestion light des sites en Ituri (Salama et Djaiba)  (a) Le premier versement de [USD] 13 .230 (Treize mille deux cent  trente Dollars) sera exigible dans un délai de quinze (15) jours  civils à partir de la signature du présent accord et la réception par  l’OIM",IOM,Multilateral: UN,AIDES,NGOs: National,Congo (Dem Rep),COD,IOM,4500182133
2022,580218,"Humanitarian Assistance in Shelter and Support to the Site Management for Vulnerable Populations Affected by Conflicts in Ituri and North Kivu, Democratic Republic of the Congo; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Transfer to IP (Danish Refugee Council) in three instalments, according to contract  (a) Le premier versement de USD 174,065 (cent soixante-quatorze mille  soixante-cinq dollars américains), soit 30% du montant total, sera  exigible dans un délai de quinze",IOM,Multilateral: UN,CONSEIL DANOIS POUR LES REFUGIES,NGOs: International,Congo (Dem Rep),COD,IOM,4500227442
2022,44754,"Shelter and NFI Humanitarian Assistance for Displaced Populations in the Regions of Diffa, Maradi, and Tillabéry in Niger; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  DISTRIBUTION DE 737 ABRIS ET 695 BNA  PRF/4200226857",IOM,Multilateral: UN,ONG AHDD,NGOs: National,Niger,NER,IOM,4500201250
2022,4425,"Winterization and Hygiene Support to Conflict Affected Populations in Luhansk NGCA; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Our Reference: PR NO. (4200329797) UA1-2022-3057_IP services for distribution of items in Zaporizhzhia  Type of contract signed: Framework agreement  PO is for internal use  - financial tracking only (no signature required). Created after service is rend",IOM,Multilateral: UN,CF POSMISHKA UA,NGOs: National,Ukraine,UKR,IOM,4500250820
2022,2950,"Winterization and Hygiene Support to Conflict Affected Populations in Luhansk NGCA; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Our Reference: PR NO. (4200324300) UA1-2022-3053_IP services for distribution of items_Kopychintsi Terponil Obl, Novovolynsk Volyn Obl  Type of contract signed: Framework agreement  PO is for internal use  - financial tracking only (no signature required",IOM,Multilateral: UN,CF POSMISHKA UA,NGOs: National,Ukraine,UKR,IOM,4500250836
2022,3062,"Winterization and Hygiene Support to Conflict Affected Populations in Luhansk NGCA; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Our Reference: PR NO. (4200332380) UA1-2022-3058_IP services for distribution of items in Ternopilska Oblast  Type of contract signed: Framework agreement  PO is for internal use  - financial tracking only (no signature required).",IOM,Multilateral: UN,NGO ZHINOCHYI ANTYKORUPTSIINYI RUKH,NGOs: National,Ukraine,UKR,IOM,4500250862
2022,2130,"Winterization and Hygiene Support to Conflict Affected Populations in Luhansk NGCA; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Our Reference: PR NO. (4200346165) UA1-2022-3064_IP services for distribution of items in Dnipro and Poltava  Type of contract signed: Framework agreement  PO is for internal use  - financial tracking only (no signature required).",IOM,Multilateral: UN,NGO TSENTR STATUM,NGOs: National,Ukraine,UKR,IOM,4500257170
2022,64008,"Shelter and Non-Food Items (NFI) Assistance to Populations Affected by the Northern Ethiopia Crisis; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  IP Transfer.. EHF Shelter repair kits for hawzen , Tigray region for 230 HH/1150 individual community members response at a total amount USD 64 ,008.  Reference;- PR-4200199436 PIA NO- ETH/ADD/FEB/989/2022.",IOM,Multilateral: UN,Heal Our People,NGOs: Local,Ethiopia,ETH,IOM,4500189431
2022,471290,"Humanitarian Assistance on Shelter and Camp Coordination and Camp Management (CCCM) for Super Typhoon Rai Affected People; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  PR No.: 4200190252 Please refer to the attached Project Implementation Agreement between IOM and Catholic Relief Services on Shelter and NFI support to Typhoon Rai affected households in Dinagat Region",IOM,Multilateral: UN,CATHOLIC RELIEF SERVICES-UNITED STA,NGOs: International,Philippines,PHL,IOM,4500182010
2022,326000,"Humanitarian Assistance on Shelter and Camp Coordination and Camp Management (CCCM) for Super Typhoon Rai Affected People; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  PR No.: 4200204439 IP CARE Philippines on Typhoon RAI Response in Siargao (CERF)  Please see attached signed Project Implementation Agreement",IOM,Multilateral: UN,CARE Philippines,NGOs: International,Philippines,PHL,IOM,4500189116
2022,14786,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Prestation de service pour la mise en oeuvre des activites de DTM mobility tracking dans la Prefecture de l'OUHAM-PENDE. PR# 4200210759",IOM,Multilateral: UN,CADRE D'APPUI SPIRIT. AUT. LOCALES,NGOs: National,Central African Rep,CAF,IOM,4500198867
2022,10618,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Prestation de service pour la mise en oeuvre des activites de DTM mobility tracking dans la Prefecture de la OUAKA. PR#00210759",IOM,Multilateral: UN,ONG ESPERANCE,NGOs: National,Central African Rep,CAF,IOM,4500198877
2022,11130,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Prestation de service pour la mise en oeuvre des activites de DTM mobility tracking dans la Prefecture de le Haut-Mbomou. PR#4200210759",IOM,Multilateral: UN,JUPEDEC,NGOs: National,Central African Rep,CAF,IOM,4500198883
2022,10796,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Prestation de service pour la mise en oeuvre des activites de DTM mobility tracking dans la Prefecture de la BASSE KOTTO. PR#4200210759",IOM,Multilateral: UN,COLLECTIF¨POUR LA PAIX EN CENTRAFRI,NGOs: National,Central African Rep,CAF,IOM,4500198891
2022,10710,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Prestation de service pour la mise en oeuvre des activites de DTM mobility tracking dans la Prefecture de Haut Mbomou. PR#4200210759",IOM,Multilateral: UN,ONG NDA,NGOs: National,Central African Rep,CAF,IOM,4500198898
2022,10638,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Prestation de service pour la mise en oeuvre des activites de DTM mobility tracking dans la Prefecture de MBOMOU. PR#00210759",IOM,Multilateral: UN,FNOHD,NGOs: National,Central African Rep,CAF,IOM,4500198905
2022,18448,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  PRESTATION DE SERVICE POUR LA MISE EN OEUVRE DES ACTIVITES DE DTM MOBILITY TRACKING DANS LA PREFECTURE DE BANGUI ET OMBELLA M'POKO. PR# 4200219841",IOM,Multilateral: UN,COLLECTIF¨POUR LA PAIX EN CENTRAFRI,NGOs: National,Central African Rep,CAF,IOM,4500201319
2022,4408,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  contrat  IP pour le profilage des menages beneficiaires a nana bakassa ,bogila et ngaoundaye   PR# 4200252705",IOM,Multilateral: UN,CADRE D'APPUI SPIRIT. AUT. LOCALES,NGOs: National,Central African Rep,CAF,IOM,4500215124
2022,13761,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Finacement des activites de mobility trackin nana gribizi round 15 pr# 4200210759",IOM,Multilateral: UN,Association des Femmes Evang. BOSSA,NGOs: National,Central African Rep,CAF,IOM,4500216370
2022,2609,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  PR 4200281152  MODALITE DE PAIEMENT: PREMIER VERSEMENT 4548110 FCFA DERNIER VERSEMENT 1949190 FCFA",IOM,Multilateral: UN,JUPEDEC,NGOs: National,Central African Rep,CAF,IOM,4500230940
2022,3617,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Mobility tracking a Ouaham Mpende",IOM,Multilateral: UN,CADRE D'APPUI SPIRIT. AUT. LOCALES,NGOs: National,Central African Rep,CAF,IOM,4500230950
2022,2410,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  PR 4200281152  CONTRAT AVEC FNOHD POUR UN MONTANT DE 6000000 FCFA MODALITE DE PAIEMENT: PREMIER VERSEMENT 4200000 FCFA DERNIER VERSEMENT 1800000 FCFA",IOM,Multilateral: UN,FNOHD,NGOs: National,Central African Rep,CAF,IOM,4500230953
2022,2735,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  PR 4200281152  CONTRAT AVEC FNOHD POUR UN MONTANT DE 6810000 FCFA MODALITE DE PAIEMENT: PREMIER VERSEMENT 4767000 FCFA DERNIER VERSEMENT 2043000 FCFA",IOM,Multilateral: UN,FNOHD,NGOs: National,Central African Rep,CAF,IOM,4500230962
2022,2511,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  PR 4200281152 CONTRAT AVEC NDA POUR UN MONTANT DE 6252000 FCFA PERMIER VERSEMENT 4376400 FCFA DERNIER VERSEMENT 1875400 FCFA",IOM,Multilateral: UN,Association Agropastoral de NDA,NGOs: National,Central African Rep,CAF,IOM,4500230975
2022,2531,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  PR 4200281152 CONTRAT AVEC CPCA POUR UN MONTANT TOTAL DE 6302000 FCFA MODALITE DE PAIEMNT \ PREMIER VERSEMENT 4411400 FCFA DERNIER VERSEMENT 1890600 FCFA",IOM,Multilateral: UN,COLLECTIF¨POUR LA PAIX EN CENTRAFRI,NGOs: National,Central African Rep,CAF,IOM,4500230979
2022,4325,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  PR 4200281152 CONTRAT AVEC CPCA POUR UN MONTANT MODALITE DE PAIEMENT PREMIER VERSEMENT 7538440 FCFA DERNIER VERSEMENT 3230760 FCFA",IOM,Multilateral: UN,COLLECTIF¨POUR LA PAIX EN CENTRAFRI,NGOs: National,Central African Rep,CAF,IOM,4500230987
2022,2489,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Mobility tracaking  a Ouaka",IOM,Multilateral: UN,ONG ESPERANCE,NGOs: National,Central African Rep,CAF,IOM,4500230992
2022,3451,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  PR 4200281152 CONTRAT AVEC AFEB POUR UN MONTANT TOTAL DE 8593000 FCFA MODALITE DE PAIEMENT: PREMIER VERSEMENT 6015100 FCFA DERNIER VERSEMENT 2577900 FCFA",IOM,Multilateral: UN,Association des Femmes Evang. BOSSA,NGOs: National,Central African Rep,CAF,IOM,4500232453
2022,3235,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  PR 4200281152 CONTRAT AVEC AFEB POUR UN MONTANT DE 8054700 FCFA MODALITE DE PAIEMENT PREMIER VERSEMENT 5638290 FCFA DERNIER VERSEMENT 2416410 FCFA",IOM,Multilateral: UN,Association des Femmes Evang. BOSSA,NGOs: National,Central African Rep,CAF,IOM,4500232457
2022,1744,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  PR 4200281152 CONTRAT AVEC ONG VISION POUR LE DEVELOPPEMENT POUR UN MONTANT DE 4513260 FCFA PREMIER VERSEMENT 3159282 FCFA DERNIER VERSEMENT 1353978 FCFA",IOM,Multilateral: UN,ONG VISION ET DEVELOPPEMENT,NGOs: National,Central African Rep,CAF,IOM,4500235625
2022,6104,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  PR 4200281152 CONTRAT AVEC ARS POUR UN MONTANT TOTAL DE 15 800 155 FCFA PREMIER VERSEMENT 11 060 109 FCFA DERNIER VERSMENT 4 740 046 FCFA DERNIER PAIEMENT SERA FAIT APRES RECEPTION DU SERVICE ET UN RAPPORT FINAL APROUVE",IOM,Multilateral: UN,AFRICAN RELIEF SERVICE 2,NGOs: International,Central African Rep,CAF,IOM,4500237450
2022,2131,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Mobility tracking a  Lobaye",IOM,Multilateral: UN,ASSOCIATION LE SAMARITAIN,NGOs: National,Central African Rep,CAF,IOM,4500237462
2022,2675,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  PR 4200342485 PREMIER VERSEMENT 7204960 FCFA DEUXIEME VERSMENT 7204960 FCFA DERNIER VERSEMENT 3602480 FCFA",IOM,Multilateral: UN,CADRE D'APPUI SPIRIT. AUT. LOCALES,NGOs: National,Central African Rep,CAF,IOM,4500257385
2022,1782,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  PREMIER VERSEMENT 4800000 FCFA DEUXIEME VERSEMENT 4800000 FCFA DERNIER VERSEMENT 2400000 FCFA PR # 4200342485",IOM,Multilateral: UN,ASSOCIATION LE SAMARITAIN,NGOs: National,Central African Rep,CAF,IOM,4500257387
2022,1930,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  PR 4200342485 PREMIER VERSMENT 5200000 FCFA DEUXIEME VERSEMENT 5200000 FCFA DERNIER VERSMENT 2600000 FCFA",IOM,Multilateral: UN,FNOHD,NGOs: National,Central African Rep,CAF,IOM,4500257388
2022,1857,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Mise en oeuvre des activites de Mobility traking Round 17 et Round 18 / Mise en oeuvre d'evaluations PRF 4200341485",IOM,Multilateral: UN,ONG NDA,NGOs: National,Central African Rep,CAF,IOM,4500257389
2022,1841,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; Mobility tracaking a Ouaka",IOM,Multilateral: UN,ONG ESPERANCE,NGOs: National,Central African Rep,CAF,IOM,4500257393
2022,3198,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Mobility tracking a Bangui et Ombella Mpoko",IOM,Multilateral: UN,COLLECTIF¨POUR LA PAIX EN CENTRAFRI,NGOs: National,Central African Rep,CAF,IOM,4500257394
2022,1540,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Mobility tracking a Vakaga",IOM,Multilateral: UN,ONG VISION ET DEVELOPPEMENT,NGOs: National,Central African Rep,CAF,IOM,4500257397
2022,2392,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Mise en oeuvre des activites de Mobility traking Round 17 et round 18 / Mise en oeuvre d'evaluations PRF 4200342485",IOM,Multilateral: UN,Association des Femmes Evang. BOSSA,NGOs: National,Central African Rep,CAF,IOM,4500257398
2022,4692,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Mobility tracking a Mambere Kadei et Sangha Mbaere",IOM,Multilateral: UN,AFRICAN RELIEF SERVICE 2,NGOs: International,Central African Rep,CAF,IOM,4500257399
2022,1930,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Mobility tracking a Haut Mbomou",IOM,Multilateral: UN,JUPEDEC,NGOs: National,Central African Rep,CAF,IOM,4500257401
2022,1174,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  DTM activity a Basse Kotto",IOM,Multilateral: UN,COLLECTIF¨POUR LA PAIX EN CENTRAFRI,NGOs: National,Central African Rep,CAF,IOM,4500257402
2022,2552,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Mise en oeuvre des activites de Mobility traking Round 17 et round 18 / Mise en oeuvre d'evaluations PRF 4200342485",IOM,Multilateral: UN,Association des Femmes Evang. BOSSA,NGOs: National,Central African Rep,CAF,IOM,4500257405
2022,2022,"Emergency Assistance to Displaced Populations Affected by Conflict/Natural Disasters in Camp, Camp-like Settings, and Host Communities in the Central African Republic (CAR); MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Mise en oeuvre des activites de Mobility traking Round 17 et round 18 / Mise en oeuvre d'evaluations PRF 4200342485",IOM,Multilateral: UN,FNOHD,NGOs: National,Central African Rep,CAF,IOM,4500257407
2022,29963,"Provision of Critical Shelter and Non-Food Items Assistance to Displaced Populations in Yemen-2021; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Enhancing Response Capacity of Humanitarian Actors through Prepositioning of Essential Relief Items ( ( Warehousing Service in Ibb and South Taiz - 5th Extension)).  SAH-SFI-2022-10005",IOM,Multilateral: UN,DEEM FOR DEVELOPMENT ORGANIZATION,NGOs: National,Yemen,YEM,IOM,4500181266
2022,10363,"Provision of Critical Shelter and Non-Food Items Assistance to Displaced Populations in Yemen-2021; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  transporting cost 806 ESKs from Sana'a WH to distribution points and IP WH",IOM,Multilateral: UN,Yemen General Union of Sociologists,NGOs: National,Yemen,YEM,IOM,4500211577
2022,9900,"Provision of Critical Shelter and Non-Food Items Assistance to Displaced Populations in Yemen-2021; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Enhancing the Response Capacity of Humanitarian Actors in Sana'a through Prepositioning of Essential Relief Items in Sana'a.",IOM,Multilateral: UN,Yemen General Union of Sociologists,NGOs: National,Yemen,YEM,IOM,4500211620
2022,17920,"Provision of Critical Shelter and Non-Food Items Assistance to Displaced Populations in Yemen-2021; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  IP cost for warehousing Service of SNFI items in Taiz",IOM,Multilateral: UN,Youth Creativity Organization for,NGOs: National,Yemen,YEM,IOM,4500235373
2022,389608,"Emergency Shelter Assistance and Non-food Items for Internally Displaced Persons (IDPs) and Host Communities in the communes of Barsalogho and Bouroum in the in the Center-North Region; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Contrat de partenariat entre l'OIM et l'ONG DEDI pour la mise en oeuvre d'activités en contruction des abris d'urgences et distribution des kits articles ménagers essentiels (AME) au profit des personnes déplacées internes (PDI) et communautés hôtes dans",IOM,Multilateral: UN,DEVELOP EQUITE DURABILITE ET INNOVA,NGOs: National,Burkina Faso,BFA,IOM,4500190200
2022,968,"Multi-Purpose Cash, Shelter and Non-food Items Emergency Response to the Conflict in Ukraine; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  UA1-2022-3006_IP services for distribution of thermal blankets, kitchen sets, water containers.",IOM,Multilateral: UN,NGO SPILNA SPRAVA,NGOs: National,Ukraine,UKR,IOM,4500211576
2022,585,"Multi-Purpose Cash, Shelter and Non-food Items Emergency Response to the Conflict in Ukraine; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  IP services to distribution of solar lamps and baby hygiene kits",IOM,Multilateral: UN,FPC UKRAINIAN PRISM,NGOs: National,Ukraine,UKR,IOM,4500214382
2022,555,"Multi-Purpose Cash, Shelter and Non-food Items Emergency Response to the Conflict in Ukraine; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  IP services to distribution of NFI, ESK, and other relief items in Ukraine",IOM,Multilateral: UN,BF PRAVO NA ZAKHYST,NGOs: National,Ukraine,UKR,IOM,4500214394
2022,2459,"Multi-Purpose Cash, Shelter and Non-food Items Emergency Response to the Conflict in Ukraine; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  IP for data collection services and field operation support",IOM,Multilateral: UN,PO CYI TOP YOUTH,Unknown,Ukraine,UKR,IOM,4500218838
2022,5461,"Multi-Purpose Cash, Shelter and Non-food Items Emergency Response to the Conflict in Ukraine; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Our Reference: PR NO. (4200256993) UA1-2022-3012_IP for NFI items distribution_NGO Rotary Club Kyiv International Type of contract signed: Framework Agreement PO is for internal use  - financial tracking only (no signature required).",IOM,Multilateral: UN,HO ROTARI KLUB KYIV INTERNESHENAL,NGOs: National,Ukraine,UKR,IOM,4500221500
